Name,Price,Price (Value),City,Full Location,Bedrooms,Area,Bathroom
for sale,"Rs.  25,500,000",25500000, Rawalpindi,"Bahria Town Phase 8 - Usman Block, Rawalpindi",5,8 Marla,6
10 marla luxury spanish brand new double story house for sale in buch executive villas multan,"Rs.  34,500,000",34500000, Multan,"Buch Executive Villas, Multan",5,10 Marla,6
1 Kanal Corner Facing Park Old House Available For Sale In Pgechs,"Rs.  44,000,000",44000000, Lahore,"PGECHS Phase 1, Lahore",4,1 Kanal,5
8 Marla Beautiful And Spanish Design House At Excellent Location Is Available For Sale In Bahria Orchard Phase 2,"Rs.  24,000,000",24000000, Lahore,"Bahria Orchard Phase 2, Lahore",4,8 Marla,5
End Your Search For House Here And sale Now,"Rs.  12,000,000",12000000, Lahore,"Pak Arab Housing Society, Lahore",3,3 Marla,3
Buy 3 Marla House At Highly Affordable Price,"Rs.  13,000,000",13000000, Lahore,"Pak Arab Housing Society, Lahore",3,3 Marla,3
A House At Affordable Price Awaits You,"Rs.  11,500,000",11500000, Lahore,"Pak Arab Housing Society, Lahore",3,3 Marla,3
Get In Touch Now To Buy A 3.5 Marla House In Pak Arab Housing Society,"Rs.  13,000,000",13000000, Lahore,"Pak Arab Housing Society, Lahore",3,3 Marla,3
Buy 3.5 Marla House At Highly Affordable Price,"Rs.  13,500,000",13500000, Lahore,"Pak Arab Housing Society, Lahore",3,3 Marla,3
House Is Available For sale In Vital Homes Housing Scheme,"Rs.  11,500,000",11500000, Lahore,"Vital Homes Housing Scheme, Lahore",3,3 Marla,3
3 Marla House For sale In Vital Homes Housing Scheme Vital Homes Housi,"Rs.  11,000,000",11000000, Lahore,"Vital Homes Housing Scheme, Lahore",3,3 Marla,3
This Is Your Chance To Buy House In Vital Homes Housing Scheme Vital H,"Rs.  10,500,000",10500000, Lahore,"Vital Homes Housing Scheme, Lahore",3,3 Marla,3
3 Marla House In Vital Homes Housing Scheme For sale At Good Location,"Rs.  10,400,000",10400000, Lahore,"Vital Homes Housing Scheme, Lahore",3,3 Marla,3
full house corner with basment,"Rs.  70,000,000",70000000, Lahore,"DHA Phase 7 - Block T, Lahore",5,1 Kanal,5
DHA 5 Marla Brand New Luxury Bungalow Hot Location Nearest Commercial,"Rs.  22,500,000",22500000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,4
DHA 21 Marla Slightly Used Bungalow Nearest Big Park and Commercial,"Rs.  80,000,000",80000000, Lahore,"DHA Phase 6 - Block K, Lahore",5,21 Marla,6
DHA Phase 8 Kanal Faisal Rasool Design Bungalow Having 5 Beds,"Rs.  71,500,000",71500000, Lahore,"DHA Phase 8 - Block S, Lahore",5,1 Kanal,6
DHA 1 Kanal Brand New Spanish Design Bungalow Nearest Airport Reasonab,"Rs.  71,500,000",71500000, Lahore,"DHA Phase 8 - Block Y, Lahore",5,1 Kanal,6
Central Park AA Block 5M Modern house for sale,"Rs.  18,500,000",18500000, Lahore,"Central Park Housing Scheme, Lahore",3,5 Marla,4
Ready To Buy A Prime Location House 5 Marla In Snober City,"Rs.  15,000,000",15000000, Rawalpindi,"Snober City, Rawalpindi",4,5 Marla,6
5 marla spanish double story house for sale buch executive villas bosan road multan,"Rs.  14,800,000",14800000, Multan,"Buch Executive Villas - Phase 2, Multan",4,5 Marla,5
Beautiful Luxurious 5 Marla House For Sale,"Rs.  23,000,000",23000000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",4,5 Marla,5
Gorgeous 5 Marla House For sale Available In Airport Housing Society,"Rs.  10,500,000",10500000, Rawalpindi,"Airport Housing Society, Rawalpindi",1,5 Marla,1
DHA 20 Marla Corner Slightly Used Bungalow Nearest Wateen Chowk,"Rs.  77,000,000",77000000, Lahore,"DHA Phase 5 - Block G, Lahore",5,1 Kanal,6
2 KANAL HOUSE FOR SALE IN  Y BLOCK DHA PHASE 3 LAHORE,"Rs.  157,500,000",157500000, Lahore,"DHA Phase 3 - Block Y, Lahore",6,2 Kanal,7
DHA Kanal Facing Park Owner Build Fully Furnished Bungalow Very Reason,"Rs.  89,000,000",89000000, Lahore,"DHA Phase 5 - Block A, Lahore",5,1 Kanal,6
House For sale In Gulshan-e-Ravi Gulshan-e-Ravi,"Rs.  18,500,000",18500000, Lahore,"Gulshan-e-Ravi, Lahore",4,6 Marla,4
"6 Marla House For sale In Rs. 18,500,000 Only","Rs.  18,500,000",18500000, Lahore,"Gulshan-e-Ravi, Lahore",4,6 Marla,4
Reserve A House Of 6 Marla Now In Gulshan-e-Ravi,"Rs.  18,500,000",18500000, Lahore,"Gulshan-e-Ravi, Lahore",4,6 Marla,4
House In Gulshan-e-Ravi Sized 6 Marla Is Available,"Rs.  18,500,000",18500000, Lahore,"Gulshan-e-Ravi, Lahore",4,6 Marla,4
Ready To Buy A House In Gulshan-e-Ravi Gulshan-e-Ravi,"Rs.  18,500,000",18500000, Lahore,"Gulshan-e-Ravi, Lahore",4,6 Marla,4
1 Kanal House for Sale Phase 4 FF Block DHA Lahore,"Rs.  60,000,000",60000000, Lahore,"DHA Phase 4, Lahore",6,23 Marla,6
10 Marla House Is Available For sale In Divine Gardens,"Rs.  45,000,000",45000000, Lahore,"Divine Gardens, Lahore",4,10 Marla,1
In Chinar Bagh - Khyber Block House Sized 4500 Square Feet For Sale,"Rs.  36,000,000",36000000, Lahore,"Chinar Bagh - Khyber Block, Lahore",5,1 Kanal,6
Luxurious Designer 1 Kanal Brand New House For Sale in Bahria Town Lahore,"Rs.  100,000,000",100000000, Lahore,"Bahria Town - Overseas Enclave, Lahore",6,20 Marla,6
House Is Available For sale In Divine Gardens,"Rs.  38,500,000",38500000, Lahore,"Divine Gardens, Lahore",4,10 Marla,1
House for Sale in Punjab Society College Road/PIA Road,"Rs.  19,000,000",19000000, Lahore,"Punjab Govt Employees Society, Lahore",4,6 Marla,4
One Kanal Corner Double story House for sale in Chinar Bagh Housing Society Demand 450 lac,"Rs.  45,000,000",45000000, Lahore,"Chinar Bagh - Khyber Block, Lahore",6,"4,500 SQFT",1
1 KANAL SPANISH HOUSE FOR SALE,"Rs.  45,000,000",45000000, Lahore,"Fazaia Housing Scheme Phase 1, Lahore",5,1 Kanal,6
3 Marla House Is Available For Sale In Lahore Medical Housing Society Lahore,"Rs.  11,000,000",11000000, Lahore,"Lahore Medical Housing Society, Lahore",3,3 Marla,4
5 Marla Beautiful House For Sale In Alfalfa Society Near Dha Lahore,"Rs.  14,500,000",14500000, Lahore,"Alfalah Town, Lahore",3,5 SQFT,4
Ideally Located House Of 20 Marla Is Available For sale In Lahore,"Rs.  56,000,000",56000000, Lahore,"DHA Phase 8, Lahore",5,20 Marla,1
"10 Marla House available for sale in DHA Phase 8, Lahore","Rs.  45,000,000",45000000, Lahore,"DHA Phase 8, Lahore",4,10 Marla,1
"5 Marla allocation file Available phase 13 
DHA Lahore","Rs.  2,500,000",2500000, Lahore,"Haly Tower, Lahore",1,25 SQFT,1
11 Marla Brand new house is up for sale !,"Rs.  47,500,000",47500000, Rawalpindi,"Bahria Town Phase 2, Rawalpindi",5,11 Marla,6
5 Marla House For sale In Johar Town,"Rs.  27,500,000",27500000, Lahore,"Johar Town, Lahore",5,5 Marla,5
12 Marla House For sale In Johar Town,"Rs.  62,500,000",62500000, Lahore,"Johar Town, Lahore",5,12 Marla,5
A House Of 12 Marla In Johar Town,"Rs.  60,000,000",60000000, Lahore,"Johar Town, Lahore",5,12 Marla,5
14 Marla House In Johar Town Is Available,"Rs.  57,000,000",57000000, Lahore,"Johar Town, Lahore",5,14 Marla,5
Spacious 10 Marla House Available For sale In BOR - Board of Revenue H,"Rs.  41,000,000",41000000, Lahore,"BOR Board of Revenue Housing Society, Lahore",5,10 Marla,5
Johar Town Block Q 5 Marla Like New House For Sale,"Rs.  25,000,000",25000000, Lahore,"Johar Town Phase 2 - Block Q, Lahore",1,5 Marla,1
9 Marla Double Storey Double Unit House Available For Sale in Prime Location,"Rs.  29,000,000",29000000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",5,9 Marla,6
7 Marla Double Story Plus Basement House Available For Sale,"Rs.  25,000,000",25000000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",4,7 Marla,6
corner House  for sale in wah Valley wah cantt,"Rs.  11,500,000",11500000, Punjab,"Wah, Punjab",3,5 Marla,4
Decent & elegant 5 Marla house in Green orchard,"Rs.  20,000,000",20000000, Faisalabad,"Green Orchard - Block B, Faisalabad",4,5 Marla,5
5 MARLA HOUSE FOR SALE IN SNOBER CITY ADAILA ROAD RAWALPINDI,"Rs.  14,300,000",14300000, Rawalpindi,"Adiala Road, Rawalpindi",4,5 Marla,6
"2 Marla New TRIPPLE STOREY House near Model Town, Capital Road 4 Sale","Rs.  5,800,000",5800000, Sialkot,"Dinpura, Sialkot",3,2 Marla,3
5 Marla Beautiful and Well Constructed House at Excellent and Ideal Location is For Sale in Bahria Orchard Low Cost - C Block Lahore,"Rs.  19,000,000",19000000, Lahore,"Low Cost - Block C, Lahore",3,5 Marla,4
Beautiful Luxurious 7 Marla Spanish Designed House for Sale,"Rs.  31,500,000",31500000, Rawalpindi,"Gulraiz Housing Scheme, Rawalpindi",5,7 Marla,6
7 Marla Double Story Plus Basement House Available For Sale,"Rs.  20,000,000",20000000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",5,7 Marla,6
Beautiful House For sale In chaklala scheme 3,"Rs.  32,000,000",32000000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",5,10 Marla,4
10 Marla Double Story Double Unit House Available For Sale in Prime Location,"Rs.  32,500,000",32500000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",6,10 Marla,6
5 Marla Brand New House Available For Sale,"Rs.  16,500,000",16500000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",4,5 Marla,6
5 Marla Brand New House Available For Sale,"Rs.  18,500,000",18500000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",4,5 Marla,6
10 Marla Double Story Double Unit House Available For Sale in Ayub Colony,"Rs.  26,500,000",26500000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",5,10 Marla,6
10 Marla Double Story Double Unit House Available For Sale,"Rs.  27,500,000",27500000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",5,10 Marla,5
5 Marla Double Story House Available For Sale Gulraiz 1,"Rs.  14,000,000",14000000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",4,5 Marla,5
5 Marla Double Story Double Unit House Available For Sale,"Rs.  12,500,000",12500000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",4,5 Marla,5
5 Marla Double Story Double Unit House Available For Sale,"Rs.  13,000,000",13000000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",4,5 Marla,5
5 Marla Corner House Available For Sale in Prime Location,"Rs.  24,000,000",24000000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",4,5 Marla,4
10 Marla Double Story Double Unit House Available For Sale,"Rs.  34,000,000",34000000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",6,10 Marla,6
5 marla brand new dead stori for sale,"Rs.  13,200,000",13200000, Rawalpindi,"Airport Housing Society - Sector 4, Rawalpindi",3,5 Marla,4
One Kanal Ultra Modern Super Luxury Villa Near Park And Spice Bazar,"Rs.  81,500,000",81500000, Lahore,"DHA Phase 6, Lahore",5,20 Marla,6
Facing Park 10 Marla House Is Available For Sale In Jasmin Block Bahria Town,"Rs.  35,000,000",35000000, Lahore,"Bahria Town - Jasmine Block, Lahore",4,10 Marla,6
Spacious 5 Marla House Available For sale In Chaklala Scheme 3,"Rs.  12,500,000",12500000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",1,5 Marla,1
10 Marla Double Story House Available For Sale,"Rs.  33,500,000",33500000, Rawalpindi,"Chaklala Scheme 3, Rawalpindi",5,10 Marla,5
Prime Location 3 Marla Spacious House Available In Formanites Housing,"Rs.  4,000,000",4000000, Lahore,"Formanites Housing Scheme - Block B, Lahore",3,3 Marla,3
Prime Location,"Rs.  28,000,000",28000000, Rawalpindi,"Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi",5,7 Marla,6
Buying A Prime Location House In Bahria Town Phase 8 - Ali Block?,"Rs.  37,000,000",37000000, Rawalpindi,"Bahria Town Phase 8 - Ali Block, Rawalpindi",5,7.3 Marla,6
Buy 3.5 Marla House At Highly Affordable Price,"Rs.  12,000,000",12000000, Lahore,"Palm City, Lahore",3,3.5 Marla,3
"House For sale In Rs. 12,000,000","Rs.  12,000,000",12000000, Lahore,"Palm City, Lahore",3,3.5 Marla,3
"Ideal 3.5 Marla House Available In Palm City, Lahore","Rs.  12,000,000",12000000, Lahore,"Palm City, Lahore",3,3.5 Marla,3
Get In Touch Now To Buy A 3.5 Marla House In Palm City,"Rs.  12,000,000",12000000, Lahore,"Palm City, Lahore",3,3.5 Marla,3
House Of 3.5 Marla Available In Palm City,"Rs.  12,000,000",12000000, Lahore,"Palm City, Lahore",3,3.5 Marla,3
5 Marla Modern Design House,"Rs.  23,500,000",23500000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,2
5 Marla Designer House,"Rs.  28,000,000",28000000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,4
Brand New Beautiful House,"Rs.  26,000,000",26000000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,4
Brand New Beautiful House,"Rs.  23,500,000",23500000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,4
3 Marla Triple House For Sale,"Rs.  5,200,000",5200000, Lahore,"Canal Colony, Lahore",3,3 Marla,4
6 Marla dauble story house near ayub national park for sale,"Rs.  17,500,000",17500000, Rawalpindi,"Ayub National Park, Rawalpindi",4,6 Marla,4
"45 Crore,2 Kanal Fully Furnished Mansion Designed By Faisal Rasul On P","Rs.  450,000,000",450000000, Lahore,"DHA Phase 5 - Block E, Lahore",6,2 Kanal,6
5Marla Brand New House FOr Sale In F-Block Jubilee Town lahore,"Rs.  21,500,000",21500000, Lahore,"Jubilee Town, Lahore",5,5 Marla,6
Brand New Beautiful House,"Rs.  24,000,000",24000000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,4
Brand new Beautiful House,"Rs.  25,000,000",25000000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,4
Brand New Spanish House,"Rs.  30,000,000",30000000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,4
Brand New 5 Marla House,"Rs.  23,000,000",23000000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,4
Slightly used House 5 Marla,"Rs.  20,500,000",20500000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,4
Brand New Spanish House,"Rs.  26,500,000",26500000, Lahore,"DHA 9 Town, Lahore",3,5 Marla,4
Brand New Beautiful House,"Rs.  105,000,000",105000000, Lahore,"DHA Phase 6, Lahore",5,1 Kanal,6
Brand New Luxury House,"Rs.  150,000,000",150000000, Lahore,"DHA Phase 5, Lahore",6,1 Kanal,6
"Change Your Address To Paragon City, Paragon City For A Reasonable Price Of Rs. 18200000","Rs.  18,200,000",18200000, Lahore,"Paragon City, Lahore",1,5 Marla,1
Get Your Dream House In Paragon City Paragon City,"Rs.  20,000,000",20000000, Lahore,"Paragon City, Lahore",1,5 Marla,1
House 5 Marla For sale In Paragon City,"Rs.  18,200,000",18200000, Lahore,"Paragon City, Lahore",1,5 Marla,1
Brand new Modern Design House,"Rs.  110,000,000",110000000, Lahore,"DHA Phase 6, Lahore",5,1 Kanal,6
1 Kanal House In Stunning Lahore Motorway City Is Available For sale,"Rs.  40,000,000",40000000, Lahore,"Lahore Motorway City, Lahore",3,1 Kanal,3
5 Marla house for sale,"Rs.  19,000,000",19000000, Lahore,"Johar Town, Lahore",4,5 Marla,5
Brand new 7 Marla house for sale in Patriata,"Rs.  29,000,000",29000000, Murree,"New Murree, Murree",5,7 Marla,6
"House For sale In Rs. 52,000,000","Rs.  52,000,000",52000000, Rawalpindi,"Bahria Town Phase 4, Rawalpindi",5,10 Marla,5
10 Marla Spanish House Is Available For Sale,"Rs.  41,500,000",41500000, Lahore,"Punjab Coop Housing Society, Lahore",4,10 Marla,5
A beautiful luxurious one kanal house for sale in DHA phase 6 block N,"Rs.  107,500,000",107500000, Lahore,"DHA Phase 6 - Block N, Lahore",5,1 Kanal,6
5 Marla House In Beautiful Location Of Lahore Motorway City In Lahore Motorway City,"Rs.  7,500,000",7500000, Lahore,"Lahore Motorway City, Lahore",3,5 Marla,3
5 Marla House For sale In Paragon City Paragon City,"Rs.  20,000,000",20000000, Lahore,"Paragon City, Lahore",1,5 Marla,1
Highly-coveted 10 Marla House Is Available In Green City For sale,"Rs.  45,000,000",45000000, Lahore,"Green City, Lahore",1,10 Marla,1
5 Marla House In Lahore Motorway City Is Available,"Rs.  7,500,000",7500000, Lahore,"Lahore Motorway City, Lahore",3,5 Marla,3
Get Your Dream House In Paragon City Paragon City,"Rs.  18,200,000",18200000, Lahore,"Paragon City, Lahore",1,5 Marla,1
House Of 5 Marla Is Available For sale In Lahore Motorway City,"Rs.  5,500,000",5500000, Lahore,"Lahore Motorway City, Lahore",2,5 Marla,2
Brand New Spanish House,"Rs.  110,000,000",110000000, Lahore,"DHA Phase 6, Lahore",5,1 Kanal,6
Stunning and affordable House available for sale in Lahore Motorway City,"Rs.  5,500,000",5500000, Lahore,"Lahore Motorway City, Lahore",2,5 Marla,2
Brand New beautiful House,"Rs.  109,000,000",109000000, Lahore,"DHA Phase 6, Lahore",5,1 Kanal,6
Own A House In 5 Marla Paragon City,"Rs.  20,000,000",20000000, Lahore,"Paragon City, Lahore",1,5 Marla,1
Buying A House In Green City?,"Rs.  45,000,000",45000000, Lahore,"Green City, Lahore",1,10 Marla,1
Ideal House Is Available For sale In Paragon City,"Rs.  19,200,000",19200000, Lahore,"Paragon City, Lahore",1,5 Marla,1
Beautiful 7 Marla House,"Rs.  36,500,000",36500000, Lahore,"DHA 9 Town, Lahore",3,7 Marla,4
5 Marla House In Beautiful Location Of Paragon City In Paragon City,"Rs.  20,000,000",20000000, Lahore,"Paragon City, Lahore",1,5 Marla,1
15 Marla House in TECH Town Canal Road Faisalabad,"Rs.  49,500,000",49500000, Faisalabad,"Tech Town Canal Road, Faisalabad",5,15 Marla,5
Well-constructed Grey Structure House Available For sale In CMA Colony,"Rs.  260,000,000",260000000, Lahore,"CMA Colony, Lahore",5,2 Kanal,6
Prime Location 5 Marla Beautiful Brand New House For Sale In DHA Phase 9 Town,"Rs.  23,500,000",23500000, Lahore,"DHA 9 Town - Block B, Lahore",3,5 Marla,4
3 Years Installment Plus Cash Based 5 Marla Spanish House In Lake City Lahore,"Rs.  26,000,000",26000000, Lahore,"Lake City, Lahore",4,5 Marla,4
House Is Available For sale In Johar Town Phase 2,"Rs.  19,500,000",19500000, Lahore,"Johar Town Phase 2, Lahore",5,5 Marla,5
5 Marla House In Paragon City Of Paragon City Is Available For sale,"Rs.  18,200,000",18200000, Lahore,"Paragon City, Lahore",1,5 Marla,1
Brand New Spanish House,"Rs.  118,000,000",118000000, Lahore,"DHA Phase 6, Lahore",5,1 Kanal,6
Paragon City House Sized 5 Marla Is Available,"Rs.  20,000,000",20000000, Lahore,"Paragon City, Lahore",1,5 Marla,1
5 Marla House In Beautiful Location Of Paragon City In Paragon City,"Rs.  19,200,000",19200000, Lahore,"Paragon City, Lahore",1,5 Marla,1
"back side of main boulevard of Johar town 

easy access to market. . . 
near to park . . . 
near to mosque. . .","Rs.  27,500,000",27500000, Lahore,"Johar Town Phase 2, Lahore",3,7 Marla,4
3 Marla gray structure best location house,"Rs.  5,500,000",5500000, Lahore,"Chung, Lahore",3,3 Marla,2
"Corner and facing park. . . 
main boulevard ke back . . . .","Rs.  19,500,000",19500000, Lahore,"Johar Town Phase 1, Lahore",3,5 Marla,3
beautiful tile flooring new type house . . .,"Rs.  22,000,000",22000000, Lahore,"Johar Town Phase 2, Lahore",4,5 Marla,3
1 Kanal House For sale Is Available In Johar Town,"Rs.  65,000,000",65000000, Lahore,"Johar Town, Lahore",5,1 Kanal,5
1 Kanal House In Stunning Johar Town Is Available For sale,"Rs.  60,000,000",60000000, Lahore,"Johar Town, Lahore",5,1 Kanal,5
12 Marla House Available For sale In Johar Town,"Rs.  42,500,000",42500000, Lahore,"Johar Town, Lahore",5,12 Marla,5
1 Kanal House In Bahria Town Phase 2 For sale,"Rs.  105,000,000",105000000, Rawalpindi,"Bahria Town Phase 2, Rawalpindi",6,1 Kanal,7
5 Marla House For sale In SMD Homes,"Rs.  11,500,000",11500000, Faisalabad,"SMD Homes, Faisalabad",4,5 Marla,5
10 Marla 5 Bed Facing Park With Basement House For Sale,"Rs.  46,500,000",46500000, Lahore,"Lake City - Sector M-2A, Lahore",5,10 Marla,6
Book House Today In Johar Town,"Rs.  62,500,000",62500000, Lahore,"Johar Town, Lahore",5,12 Marla,5
Stunning 3.5 Marla House In Johar Town Available,"Rs.  16,000,000",16000000, Lahore,"Johar Town, Lahore",3,3 Marla,3
A Stunning House Is Up For Grabs In Johar Town Johar Town,"Rs.  19,500,000",19500000, Lahore,"Johar Town, Lahore",3,5 Marla,3
A House At Affordable Price Awaits You,"Rs.  26,000,000",26000000, Lahore,"Johar Town, Lahore",4,5 Marla,4
Ideal House For sale In Johar Town Phase 2,"Rs.  60,000,000",60000000, Lahore,"Johar Town Phase 2, Lahore",5,12 Marla,5
12 Marla Spacious House Available In Johar Town Phase 2 For sale,"Rs.  62,500,000",62500000, Lahore,"Johar Town Phase 2, Lahore",5,12 Marla,5
Your Search For House In Punjab Coop Housing Society Ends Here,"Rs.  47,000,000",47000000, Lahore,"Punjab Coop Housing Society, Lahore",4,10 Marla,5
10 Marla House For Grabs In Punjab Coop Housing Society,"Rs.  33,000,000",33000000, Lahore,"Punjab Coop Housing Society, Lahore",4,10 Marla,5
10 Marla House For sale In Punjab Coop Housing Society,"Rs.  35,000,000",35000000, Lahore,"Punjab Coop Housing Society, Lahore",4,10 Marla,5
"3 MARLA HOUSE FOR SALE IN SHADAB GARDEN FROZPUR ROAD,NEAR TO GENERAL HOSPITAL.","Rs.  10,800,000",10800000, Lahore,"Shadab Garden, Lahore",3,3 Marla,4
In Johar Town Phase 2 5 Marla House For sale,"Rs.  21,000,000",21000000, Lahore,"Johar Town Phase 2, Lahore",4,5 Marla,4
Block Buster Offer10 Marla House In Bahria Orchard Phase 1 - Central L,"Rs.  28,500,000",28500000, Lahore,"Bahria Orchard Phase 1 - Central, Lahore",1,10 Marla,1
Most Beautiful Spanish Designed One Kanal Villa Available For Sale in Phase 6,"Rs.  92,000,000",92000000, Lahore,"DHA Phase 6, Lahore",5,1 Kanal,5
3 Marla House 3 story brand new Registry intaqal,"Rs.  6,300,000",6300000, Lahore,"Kahna, Lahore",4,3 Marla,5
"3.5 MARLA HOUSE FOR SALE IN SHADAB GARDEN FROZPUR ROAD,NEAR TO GENERAL HOSPITAL.","Rs.  11,500,000",11500000, Lahore,"Shadab Garden, Lahore",3,3 Marla,4
4 MARLA CORNER HOUSE FOR SALE IN SHADAB GARDEN NEAR TO GENERAL HOSPITAL,"Rs.  13,000,000",13000000, Lahore,"Shadab Garden, Lahore",4,4 Marla,5
"5.5 MARLA HOUSE FOR SALE IN SHADAB GARDEN FROZPUR ROAD,NEAR TO GENERAL HOSPITAL.","Rs.  15,500,000",15500000, Lahore,"Shadab Garden, Lahore",3,5 Marla,4
"5.5 MARLA HOUSE FOR SALE IN SHADAB GARDEN FROZPUR ROAD,NEAR TO GENERAL HOSPITAL.","Rs.  16,500,000",16500000, Lahore,"Shadab Garden, Lahore",5,5 Marla,6
"7.5 MARLA HOUSE FOR SALE IN SHADAB GARDEN FROZPUR ROAD,NEAR TO GENERAL HOSPITAL.","Rs.  22,500,000",22500000, Lahore,"Shadab Garden, Lahore",5,7 Marla,6
Get Your Hands On House In Lahore Best Area,"Rs.  57,000,000",57000000, Lahore,"Johar Town Phase 1 - Block G, Lahore",5,14 Marla,5
"4 MARLA HOUSE FOR SALE IN PAK ARAB SOCIETY FROZPUR ROAD,NEAR TO GENERAL HOSPITAL.","Rs.  15,000,000",15000000, Lahore,"Pak Arab Housing Society, Lahore",3,4 Marla,4
"4 MARLA HOUSE FOR SALE IN PAK ARAB SOCIETY FROZPUR ROAD,NEAR TO GENERAL HOSPITAL.","Rs.  14,500,000",14500000, Lahore,"Pak Arab Housing Society, Lahore",3,4 Marla,4
"3 MARLA HOUSE FOR SALE IN PAK ARAB SOCIETY FROZPUR ROAD,NEAR TO GENERAL HOSPITAL.","Rs.  12,000,000",12000000, Lahore,"Pak Arab Housing Society, Lahore",3,3 Marla,4
"5 MARLA HOUSE FOR SALE IN PAK ARAB SOCIETY FROZPUR ROAD,NEAR TO GENERAL HOSPITAL.","Rs.  22,500,000",22500000, Lahore,"Pak Arab Housing Society, Lahore",3,5 Marla,4
7Marla house in Punjab small LUMS university back side DHA P5,"Rs.  23,000,000",23000000, Lahore,"Punjab Small Industries Colony, Lahore",4,7 Marla,4
30 Marla Farm house at kallar kahar,"Rs.  15,000,000",15000000, Chakwal,"Kallar Kahar, Chakwal",3,30 Marla,2
2kanal house for sale in DHA P2 BLOCK R,"Rs.  110,000,000",110000000, Lahore,"DHA Phase 2 - Block R, Lahore",4,40 Marla,4
8 Marla LDA Approved Beautiful and Well Constructed House at Ideal Location is For Sale in Bahria Orchard Phase 1 - Northern Lahore,"Rs.  26,000,000",26000000, Lahore,"Bahria Orchard Phase 1 - Northern, Lahore",4,8 Marla,5
10 Marla Outclass Bungalow DHA Lahore,"Rs.  45,500,000",45500000, Lahore,"DHA Phase 8, Lahore",4,10 Marla,5
1 Kanal Double Storey Beautiful House For Sale Allama Iqbal Town Lahor,"Rs.  62,500,000",62500000, Lahore,"Allama Iqbal Town, Lahore",6,20 Marla,6
10 Marla Double Story Brand New House For Sale Allama Iqbal Town Lahor,"Rs.  65,000,000",65000000, Lahore,"Allama Iqbal Town, Lahore",5,10 Marla,6
Bahria Nasheman 5 Marla House Gas Available Hot Location,"Rs.  11,800,000",11800000, Lahore,"Bahria Nasheman - Iris, Lahore",4,5 Marla,4
20 Marla Double Story House For Sale Prime Location Allama Iqbal Town,"Rs.  62,500,000",62500000, Lahore,"Allama Iqbal Town, Lahore",6,20 Marla,6
Used house in good condition,"Rs.  26,500,000",26500000, Lahore,"Sabzazar Scheme - Block L, Lahore",4,6 Marla,5
Ready To Buy A House 3.5 Marla In Jaranwala Road,"Rs.  3,800,000",3800000, Faisalabad,"Jaranwala Road, Faisalabad",1,3 Marla,1
House For sale In Jaranwala Road,"Rs.  3,800,000",3800000, Faisalabad,"Jaranwala Road, Faisalabad",1,3 Marla,1
"3.5 Marla House In Only Rs. 3,800,000","Rs.  3,800,000",3800000, Faisalabad,"Jaranwala Road, Faisalabad",1,3 Marla,1
Brand New A++ category,"Rs.  30,000,000",30000000, Lahore,"Etihad Town, Lahore",4,5 Marla,5
BRAND NEW HOUSE FOR SALE,"Rs.  20,000,000",20000000, Lahore,"Paragon City, Lahore",3,5 Marla,4
BEAUTIFUL HOUSE FOR SALE,"Rs.  19,200,000",19200000, Lahore,"Paragon City, Lahore",3,5 Marla,4
Kanal Stunning Bungalow DHA Lahore,"Rs.  115,000,000",115000000, Lahore,"DHA Phase 7, Lahore",5,1 Kanal,6
490000 1.5 marla house Triple story,"Rs.  4,900,000",4900000, Lahore,"Salamatpura, Lahore",3,1.5 Marla,2
Fully Furnished And Luxury Farm House For Sale,"Rs.  118,000,000",118000000, Lahore,"Bedian Road, Lahore",3,10 Kanal,4
5 Marla House Is Available For Sale In Bahria Town Jinnah Block Lahore,"Rs.  24,000,000",24000000, Lahore,"Bahria Town - Jinnah Block, Lahore",3,5 Marla,4
